RecArt;SHAK_code;DatoStart;DatoChange;DatoEnd;Codetext;Agrp;Bgrp;Cgrp;SKS;Egrp;Aval;Bval;Cval;Dval;Inclusion;ExtraReg
afd;1501148;19830101;19830101;19871231;SKADESTUEN;42.0;;;;;;;;;;
afd;1501148;19880101;19880101;19901231;SKADESTUEN;42.0;;;;;;;;;;
afd;1501148;19910101;19910101;19941231;SKADESTUEN;42.0;;;;;;;;;;
afd;1501148;19950101;20080521;20080530;Skadestuen;42.0;;;;SKS;;;;3.0;;
afd;1501149;19770101;19770101;19781231;HÅNDKIRURGISK AMBULATORIUM T1;42.0;30.0;;;;;;;;;
afd;1501149;19790101;19790101;19791231;ORTOPÆD-KIR. AFD. I, AMB.;;;;;;;;;;;
afd;1501149;19800101;19800101;19821231;ORTOPÆDKIR. AFD. T I, AMB.;42.0;30.0;;;;;;;;;
afd;1501149;19830101;19830101;19831231;ORTOPÆDKIR. AFD. T I, AMB.;42.0;;;;;;;;;;
afd;1501149;19840101;19840101;19841231;HÅNDKIRURGISK AMBULATORIUM;42.0;;;;;;;;;;
afd;1501149;19870701;19870701;19871231;ORTOPÆDKIRURGISK AMB.,;42.0;;;;;;;;;;
afd;1501149;19880101;19880101;19901231;ORTOPÆDKIRURGISK AMB. T1A;42.0;;;;;;;;;;
afd;1501149;19910101;19910101;19941231;ORTOPÆDKIRURGISK AMB. T1A;42.0;;;;;;;;;;
afd;1501149;19950101;20080521;20080530;Ortopædkirurgisk amb. T1A;42.0;;;;SKS;;;;3.0;;
afd;150115;20060101;20250527;20260630;Øre-næse-hals overafd. E;;;;;SKS;;;;3.0;;
afd;1501150;19760401;19760401;19821231;ØRE-, NÆSE- OG HALSAFDELING E;46.0;;;;;;;;;;
afd;1501150;19830101;19830101;19871231;ØRE-, NÆSE- OG HALSAFDELING E;46.0;;;;;;;;;;
afd;1501150;19880101;19880101;19901231;ØRE-, NÆSE- OG HALSAFDELING E;46.0;;;;;;;;;;
afd;1501150;19910101;19910101;19941231;ØRE-, NÆSE- OG HALSAFDELING E;46.0;;;;;;;;;;
afd;1501150;19950101;20250527;20260630;Øre-, næse- og halsafdeling E;46.0;;;;SKS;;;;3.0;;
afd;1501155;19940101;19940101;19941231;ØRE-NÆSE-HALSAFD.E, FORAMB.E/F;46.0;;;;;;;;;;
afd;1501155;19950101;19991013;19991231;ØRE-NÆSE-HALSAFD.E, FORAMB.E/F;46.0;;;;SKS;;;;3.0;;
afd;1501156;19981031;20011219;20011231;Øre-næse-hals deldøgnsafdeling EDGL;46.0;;;;SKS;;;;3.0;;
afd;1501157;19870101;19870101;19871231;AUDIOLOGISK KLINIK;46.0;;;;;;;;;;
afd;1501157;19880101;19880101;19901231;AUDIOLOGISK KLINIK;46.0;;;;;;;;;;
afd;1501157;19910101;19910101;19941231;AUDIOLOGISK KLINIK;46.0;;;;;;;;;;
afd;1501157;19950101;20250527;20260630;Audiologisk klinik;46.0;;;;SKS;;;;3.0;;
afd;1501158;20080101;20250527;20260630;Audiologisk klinik, BBH;46.0;;;;SKS;;;;3.0;;
afd;1501159;19770101;19770101;19821231;ØRE-, NÆSE- OG HALSAMB. E;46.0;;;;;;;;;;
afd;1501159;19830101;19830101;19871231;ØRE-, NÆSE- OG HALSAMB. E/A;46.0;;;;;;;;;;
afd;1501159;19880101;19880101;19901231;ØRE-, NÆSE- OG HALSAMB. E/A;46.0;;;;;;;;;;
afd;1501159;19910101;19910101;19941231;ØRE-, NÆSE- OG HALSAMB. E/A;46.0;;;;;;;;;;
afd;1501159;19950101;19991013;19991231;ØRE-, NÆSE- OG HALSAMB. E/A;46.0;;;;SKS;;;;3.0;;
afd;1501159;20000101;20000720;20000831;Øre-, næse- og halsamb. EA;46.0;;;;SKS;;;;3.0;;
afd;1501159;20000901;20250527;20260630;Øre-, næse- og halsamb. EA;46.0;;;;SKS;;;;3.0;;
afd;150115L;19981031;20100831;20100917;Øre-næse-hals ambulatorium EAGL;46.0;;;;SKS;;;;3.0;;
afd;150116;20060101;20080521;20080530;Patologisk-anatomisk overafd.;;;;;SKS;;;;3.0;;
afd;1501160;19760401;19760401;19821231;PATOLOGISK AFDELING;65.0;;;;;;;;;;
afd;1501160;19830101;19830101;19871231;PATOLOGISK AFDELING;65.0;;;;;;;;;;
afd;1501160;19880101;19880101;19901231;PATOLOGISK AFDELING;65.0;;;;;;;;;;
afd;1501160;19910101;19910101;19941231;PATOLOGISK AFDELING;65.0;;;;;;;;;;
afd;1501160;19950101;20080521;20080530;Patologisk afdeling;65.0;;;;SKS;;;;3.0;;
afd;150117;20060101;20090218;20090630;Psykiatrisk Center Gentofte;;;;;SKS;;;;3.0;;
afd;1501170;19760401;19760401;19811231;PSYKIATRISK AFDELING A;50.0;;;;;;;;;;
afd;1501170;19840101;19840101;19871231;PSYKIATRISK AFDELING A;50.0;;;;;;;;;;
afd;1501170;19880101;19880101;19901231;PSYKIATRISK AFDELING A;50.0;;;;;;;;;;
afd;1501170;19910101;19910101;19941231;PSYKIATRISK AFDELING A;50.0;;;;;;;;;;
afd;1501170;19950101;20090218;20090630;Psykiatrisk afdeling A;50.0;;;;SKS;;;;3.0;;
afd;1501171;19980101;20031103;20031231;Gerontopsykiatrisk afsnit SLS;50.0;;;;SKS;;;;3.0;;
afd;1501172;19950101;19991013;20001231;DISTR.PSYK. CENTER, LYNGBY;50.0;;;;SKS;;;;3.0;;
afd;1501172;20010101;20031103;20031231;Distr.psyk. center, Lyngby;50.0;;;;SKS;;;;3.0;;
afd;1501173;19960101;19991013;20001231;DISTR.PSYK. CENTER, GENTOFTE;50.0;;;;SKS;;;;3.0;;
afd;1501173;20010101;20031103;20031231;Distr.psyk. center, Gentofte;50.0;;;;SKS;;;;3.0;;
afd;1501174;19990101;20090218;20090630;De distriktspsykiatriske centre;50.0;;;;SKS;;;;3.0;;
afd;1501175;20031201;20090218;20090630;Psyk. Fysio- og ergoterapi afd.;50.0;98.0;;;SKS;;;;3.0;;
afd;1501176;19770101;19770101;19821231;PSYKIATRISK DAGAFSNIT;50.0;;;;;;;;;;
afd;1501176;19830101;19830101;19871231;PSYKIATRISK DELDØGNSAFSN. A/D;50.0;;;;;;;;;;
afd;1501176;19880101;19880101;19901231;PSYKIATRISK DELDØGNSAFSN. A/D;50.0;;;;;;;;;;
afd;1501176;19910101;19910101;19941231;PSYKIATRISK DELDØGNSAFSN. A/D;50.0;;;;;;;;;;
afd;1501176;19950101;19991013;19991231;PSYKIATRISK DELDØGNSAFSN. A/D;50.0;;;;SKS;;;;3.0;;
afd;1501176;20000101;20000720;20000831;Psykiatrisk deldøgnssafsnit AD;50.0;;;;SKS;;;;3.0;;
afd;1501176;20000901;20031127;20031231;Psykiatrisk deldøgnssafsnit AD;50.0;;;;SKS;;;;3.0;;
afd;1501177;19980101;20031103;20031231;Gerontopsykiatrisk amb. SLS;50.0;;;;SKS;;;;3.0;;
afd;1501177;20040101;20090218;20090630;Gerontopsykiatrisk ambulatorium;50.0;;;;SKS;;;;3.0;;
afd;1501178;19920101;19920101;19941231;PSYKIATRISK SKADESTUE;50.0;;;;;;;;;;
afd;1501178;19950101;20090218;20090630;Psykiatrisk skadestue;50.0;;;;SKS;;;;3.0;;
afd;1501179;19770101;19770101;19821231;PSYKIATRISK AMBULATORIUM A;50.0;;;;;;;;;;
afd;1501179;19830101;19830101;19871231;PSYKIATRISK AMBULATORIUM A/A;50.0;;;;;;;;;;
afd;1501179;19880101;19880101;19901231;PSYKIATRISK AMBULATORIUM A/A;50.0;;;;;;;;;;
afd;1501179;19910101;19910101;19941231;PSYKIATRISK AMBULATORIUM A/A;50.0;;;;;;;;;;
afd;1501179;19950101;19991013;19991231;PSYKIATRISK AMBULATORIUM A/A;50.0;;;;SKS;;;;3.0;;
afd;1501179;20000101;20000720;20000831;Psykiatrisk ambulatorium AA;50.0;;;;SKS;;;;3.0;;
afd;1501179;20000901;20090218;20090630;Psykiatrisk ambulatorium AA;50.0;;;;SKS;;;;3.0;;
afd;150118;20060101;20250527;20260630;Børneoverafdeling L;;;;;SKS;;;;3.0;;
afd;1501180;19760401;19760401;19821231;BØRNEAFDELING L;80.0;;;;;;;;;;
afd;1501180;19830101;19830101;19871231;BØRNEAFDELING L;80.0;;;;;;;;;;
afd;1501180;19880101;19880101;19901231;BØRNEAFDELING L;80.0;;;;;;;;;;
afd;1501180;19910101;19910101;19941231;BØRNEAFDELING L;80.0;;;;;;;;;;
afd;1501180;19950101;20250527;20260630;Børneafdeling L;80.0;;;;SKS;;;;3.0;;
afd;1501186;19830101;19830101;19861231;BØRNEAFDELING L,DAGAFSNIT;80.0;;;;;;;;;;
afd;1501187;19860101;19860101;19871231;BØRNEAFD. DELDØGNSAFSN. L/D;80.0;;;;;;;;;;
afd;1501187;19880101;19880101;19901231;BØRNEAFD. DELDØGNSAFSN. L/D;80.0;;;;;;;;;;
afd;1501187;19910101;19910101;19941231;BØRNEAFD. DELDØGNSAFSN. L/D;80.0;;;;;;;;;;
afd;1501187;19950101;19991013;19991231;BØRNEAFD. DELDØGNSAFSN. L/D;80.0;;;;SKS;;;;3.0;;
afd;1501187;20000101;20000720;20000914;Børneafd. deldøgnsafsnit LD;80.0;;;;SKS;;;;3.0;;
afd;1501187;20000915;20011219;20011231;Børneafd. deldøgnsafsnit LD;80.0;;;;SKS;;;;3.0;;
afd;1501189;19770101;19770101;19821231;BØRNEAFDELING L, AMBULATORIUM;80.0;;;;;;;;;;
afd;1501189;19830101;19830101;19871231;BØRNEAFDELING AMB. L/A;80.0;;;;;;;;;;
afd;1501189;19880101;19880101;19901231;BØRNEAFDELING AMB. L/A;80.0;;;;;;;;;;
afd;1501189;19910101;19910101;19941231;BØRNEAFDELING AMB. L/A;80.0;;;;;;;;;;
afd;1501189;19950101;19991013;19991231;BØRNEAFDELING AMB. L/A;80.0;;;;SKS;;;;3.0;;
afd;1501189;20000101;20000720;20000914;Børneafdeling amb. LA;80.0;;;;SKS;;;;3.0;;
afd;1501189;20000915;20250527;20260630;Børneafdeling amb. LA;80.0;;;;SKS;;;;3.0;;
afd;150119;20060101;20250527;20260630;Thoraxkirurgisk overafd. R;;;;;SKS;;;;3.0;;
afd;1501190;19760401;19760401;19821231;KIRURGISK AFDELING R;34.0;30.0;;;;;;;;;
afd;1501190;19830101;19830101;19941231;KIRURGISK AFDELING R;34.0;30.0;;;;;;;;;
afd;1501190;19950101;19971117;19971231;KIRURGISK AFDELING R;34.0;30.0;;;SKS;;;;3.0;;
afd;1501190;19980101;20250527;20260630;Thoraxkirurgisk afdeling R;34.0;30.0;;;SKS;;;;3.0;;
afd;1501197;19940101;19940101;19941231;KIRURGISK AFD. R, FORAMB. R/F;34.0;30.0;;;;;;;;;
afd;1501197;19950101;19971117;19971231;KIRURGISK AFD. R, FORAMB. R/F;34.0;30.0;;;SKS;;;;3.0;;
afd;1501197;19980101;19991013;19991231;THORAXKIRURGISK AFD. FORAMB. R/F;34.0;30.0;;;SKS;;;;3.0;;
afd;1501199;19770101;19770101;19821231;KIRURGISK AMBULATORIUM R;34.0;30.0;;;;;;;;;
afd;1501199;19830101;19830101;19941231;KIRURGISK AMBULATORIUM R/A;34.0;30.0;;;;;;;;;
afd;1501199;19950101;19971117;19971231;KIRURGISK AMBULATORIUM R/A;34.0;30.0;;;SKS;;;;3.0;;
afd;1501199;19980101;19991013;19991231;THORAXKIRURGISK AMB. R/A;34.0;30.0;;;SKS;;;;3.0;;
afd;1501199;20000101;20000720;20000914;Thoraxkirurgisk amb. RA;34.0;30.0;;;SKS;;;;3.0;;
afd;1501199;20000915;20121112;20121120;Thoraxkirurgisk amb. RA;34.0;30.0;;;SKS;;;;3.0;;
afd;150120;20060101;20080521;20080530;Kirurgisk overafd. D;;;;;SKS;;;;3.0;;
afd;1501200;19760401;19760401;19821231;KIRURGISK AFDELING D;32.0;30.0;;;;;;;;;
afd;1501200;19830101;19830101;19941231;KIRURGISK AFDELING D;32.0;30.0;;;;;;;;;
afd;1501200;19950101;20080521;20080530;Kirurgisk gastroenterologisk afdeling D;32.0;30.0;;;SKS;;;;3.0;;
afd;1501205;19940101;19940101;19941231;KIRURGISK AFD. D, FORAMB. D/F;32.0;30.0;;;;;;;;;
afd;1501205;19950101;19991013;19991231;KIRURGISK GASTROENTEROLOGISK AFD. D, FORAMB. D/F;32.0;30.0;;;SKS;;;;3.0;;
afd;1501206;19770101;19770101;19821231;KIRURGISK DAGAFSNIT D;32.0;30.0;;;;;;;;;
afd;1501206;19830101;19830101;19861231;KIRURGISK DAGAFSNIT D;32.0;30.0;;;;;;;;;
afd;1501207;19860101;19860101;19941231;KIR. DELDØGNSAFSN. D/D;32.0;30.0;;;;;;;;;
afd;1501207;19950101;19991013;19991231;KIR. GASTROENTEROLOGISK DELDØGNSAFSN. D/D;32.0;30.0;;;SKS;;;;3.0;;
afd;1501207;20000101;20000720;20000831;Kir. gastroenterologisk deldøgnsafsnit DD;32.0;30.0;;;SKS;;;;3.0;;
afd;1501207;20000901;20011219;20011231;Kir. gastroenterologisk deldøgnsafsnit DD;32.0;30.0;;;SKS;;;;3.0;;
afd;1501209;19770101;19770101;19821231;KIRURGISK AMBULATORIUM D;32.0;30.0;;;;;;;;;
afd;1501209;19830101;19830101;19941231;KIRURGISK AMBULATORIUM D/A;32.0;30.0;;;;;;;;;
afd;1501209;19950101;19991013;19991231;KIRURGISK GASTROENTEROLOGISK AMBULATORIUM D/A;32.0;30.0;;;SKS;;;;3.0;;
afd;1501209;20000101;20000720;20000831;Kirurgisk gastroenterologisk amb. DA;32.0;30.0;;;SKS;;;;3.0;;
afd;1501209;20000901;20080521;20080530;Kirurgisk gastroenterologisk amb. DA;32.0;30.0;;;SKS;;;;3.0;;
afd;1501210;19760401;19760401;19761231;KIRURGISK AFDELING S;30.0;;;;;;;;;;
afd;1501220;19760401;19760401;19761231;MEDICINSK AFDELING B;1.0;;;;;;;;;;
afd;1501230;19760401;19760401;19821231;KLINISK MIKROBIOLOGISK AFD.;63.0;;;;;;;;;;
afd;1501230;19830101;19830101;19841231;KLINISK MIKROBIOLOGISK AFD.;63.0;;;;;;;;;;
afd;1501240;19800101;19800101;19821231;SYGEAFDELING, VANGEDE;0.0;;;;;;;;;;
afd;1501240;19830101;19830101;19871231;VANGEDEHUSE;99.0;52.0;80.0;;;;;;;;
afd;1501240;19880101;19880101;19901231;VANGEDEHUSE;99.0;52.0;80.0;;;;;;;;
afd;1501240;19910101;19910101;19931231;VANGEDEHUSE;99.0;52.0;80.0;;;;;;;;
afd;1501250;19800101;19800101;19821231;SYGEAFDELING, LILLEMOSEGÅRD;0.0;;;;;;;;;;
afd;1501250;19830101;19830101;19931231;SYGEAFDELING, LILLEMOSEGÅRD;99.0;;;;;;;;;;
afd;150126;20060101;20080521;20080530;Klinisk neurofysiologisk overafd.;;;;;SKS;;;;3.0;;
afd;1501260;19810101;19810101;19821231;NEUROFYSIOLOGISK AFDELING;64.0;;;;;;;;;;
afd;1501269;19820101;19820101;19821231;KLINISK NEUROFYSIOLOGISK AFD.M;64.0;;;;;;;;;;
afd;1501269;19830101;19830101;19901231;KL. NEUROFYSIOLOGISK AFD. M/A;64.0;;;;;;;;;;
afd;1501269;19910101;19910101;19941231;KL. NEUROFYSIOLOGISK AFD. M/A;64.0;;;;;;;;;;
afd;1501269;19950101;19991013;19991231;KL. NEUROFYSIOLOGISK AFD. M/A;64.0;;;;SKS;;;;3.0;;
afd;1501269;20000101;20000720;20000914;Klinisk neurofysiologisk afd. MA;64.0;;;;SKS;;;;3.0;;
afd;1501269;20000915;20080521;20080530;Klinisk neurofysiologisk afd. MA;64.0;;;;SKS;;;;3.0;;
afd;1501270;19810101;19810101;19821231;KLINISK FYSIOLOGISK AFDELING;61.0;;;;;;;;;;
afd;1501279;19820101;19820101;19821231;KLINISK FYSIOLOGISK AFDELING S;61.0;;;;;;;;;;
afd;1501279;19830101;19830101;19831231;KLIN.FYSIO OG NUKLEARMED.AFD.S;61.0;;;;;;;;;;
afd;1501279;19840101;19840101;19941231;KL. FYSIO/NUKLEARMED. AFD. S/A;61.0;;;;;;;;;;
afd;1501279;19950101;19991013;19991231;KL. FYSIO/NUKLEARMED. AFD. S/A;61.0;;;;SKS;;;;3.0;;
afd;1501279;20000101;20000530;20000614;Klinisk fysio/nuklearmed. afd. SA;61.0;;;;SKS;;;;3.0;;
afd;1501279;20000615;20041029;20041031;Klinisk fysio/nuklearmed. afd. SA;61.0;;;;SKS;;;;3.0;;
afd;1501280;19820101;19820101;19821231;AKUT MODTAGEAFDELING Z;99.0;;;;;;;;;;
afd;1501280;19830101;19830101;19941231;AKUT MODTAGEAFDELING Z;99.0;;;;;;;;;;
afd;1501280;19950101;19991013;19991231;AKUT MODTAGEAFDELING Z;99.0;;;;SKS;;;;3.0;;
afd;150129;20060101;20250527;20260630;Modtagelsen overafd. W;;;;;SKS;;;;3.0;;
afd;1501290;19830101;19830101;19941231;MODTAGELSEN W;99.0;;;;;;;;;;
afd;1501290;19950101;20250527;20260630;Modtagelsen w;99.0;;;;SKS;;;;3.0;;
afd;1501300;19840101;19840101;19941231;PLASTKIRURGISK AFDELING B;33.0;30.0;;;;;;;;;
afd;1501309;19840101;19840101;19941231;PLASTKIRURGISK AMB. B/A;33.0;30.0;;;;;;;;;
afd;1501310;19840101;19840101;19941231;ULTRALYDLABORATORIUM;66.0;;;;;;;;;;
afd;1501310;19950101;19971117;19971231;ULTRALYDLABORATORIUM;66.0;;;;SKS;;;;3.0;;
afd;150132;20060101;20250527;20260630;Lungemedicinsk overafd. Y;;;;;SKS;;;;3.0;;
afd;1501320;19840101;19840101;19941231;LUNGEMEDICINSK AFDELING Y;10.0;1.0;7.0;;;;;;;;
afd;1501320;19950101;19950101;19951231;LUNGEMEDICINSK AFDELING Y;10.0;1.0;7.0;;;;;;;;
afd;1501320;19960101;19971117;19971231;MED.-LUNGEMED. AFDELING Y;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501320;19980101;20250527;20260630;Lungemedicinsk afdeling Y;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501321;20020101;20041029;20041031;Reumatologisk afdeling Y4;12.0;;;;SKS;;;;3.0;;
afd;1501322;19840101;19840101;19851231;ALLERGIKLINIK;10.0;7.0;1.0;;;;;;;;
afd;1501324;19860101;19860101;19941231;LUNGEKLI., GENTOFTE;10.0;;;;;;;;;;
afd;1501324;19950101;19990310;19990331;LUNGEKLI., GENTOFTE;10.0;;;;SKS;;;;3.0;;
afd;1501325;19860101;19860101;19941231;LUNGEKLI., VESTEGNEN;10.0;;;;;;;;;;
afd;1501325;19950101;19990310;19990331;LUNGEKLI., VESTEGNEN;10.0;;;;SKS;;;;3.0;;
afd;1501326;19920101;19920101;19941231;LUNGEMEDICINSK DAGAFSNIT Y/D;10.0;1.0;7.0;;;;;;;;
afd;1501326;19950101;19950101;19951231;LUNGEMEDICINSK DAGAFSNIT Y/D;10.0;1.0;7.0;;;;;;;;
afd;1501326;19960101;19971117;19971231;MED.-LUNGEMED. DAGAFSNIT  Y/D;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501326;19980101;19991013;19991231;LUNGEMEDICINSK DAGAFSNIT Y/D;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501326;20000101;20000720;20000914;Lungemedicinsk dagafsnit YD;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501326;20000915;20011219;20011231;Lungemedicinsk dagafsnit YD;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501327;19840101;19840101;19941231;LUNGEMED. AMB., VESTEGNEN Y2/A;10.0;1.0;;;;;;;;;
afd;1501327;19950101;19991013;19991231;LUNGEMED. AMB., VESTEGNEN Y2/A;10.0;1.0;;;SKS;;;;3.0;;
afd;1501327;20000101;20000720;20000914;Lungemed. amb., Vestegnen Y2A;10.0;1.0;;;SKS;;;;3.0;;
afd;1501327;20000915;20110224;20110315;Lungemed. amb., Vestegnen Y2A;10.0;1.0;;;SKS;;;;3.0;;
afd;1501328;20020101;20041029;20041031;Reumatologisk ambulatorium Y4A;12.0;;;;SKS;;;;3.0;;
afd;1501329;19840101;19840101;19941231;LUNGEMED. AMB., GENTOFTE Y1/A;10.0;1.0;7.0;;;;;;;;
afd;1501329;19950101;19950101;19951231;LUNGEMED. AMB., GENTOFTE Y1/A;10.0;1.0;7.0;;;;;;;;
afd;1501329;19960101;19991013;19991231;MED.-LUNGEM.AMB.,GENTOFTE Y1/A;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501329;20000101;20000720;20000914;Med./lungemed. amb., Gentofte Y1A;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501329;20000915;20130116;20130123;Med./lungemed. amb., Gentofte Y1A;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501329;20130124;20250527;20260630;Lungemedicinsk klinik Y1A;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;150132D;20120101;20250527;20260630;Lungemedicinsk Udredningsklinik YA;10.0;;;;SKS;;;;3.0;;
afd;150132L;20000101;20130116;20130123;Lungeklinik, afd. Y;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;150132L;20130124;20250527;20260630;Lungemedicinsk klinik Y3A;10.0;1.0;7.0;;SKS;;;;3.0;;
afd;1501330;19840101;19840101;19871230;HÅNDKIRURGISK AFDELING V;42.0;;;;;;;;;;
afd;1501330;19871231;19871231;19871231;HÅNDKIRURGISK AFDELING V;42.0;;;;;;;;;;
afd;1501339;19840101;19840101;19871230;HÅNDKIRURGISK AMB. V/A;42.0;;;;;;;;;;
afd;1501339;19871231;19871231;19871231;HÅNDKIRURGISK AMB. V/A;42.0;;;;;;;;;;
afd;1501339;19880101;19880101;19881231;HÅNDKIRURGISK AMB. V/A;42.0;;;;;;;;;;
afd;150134;20060101;20250527;20260630;Karkirurgisk overafd. B;;;;;SKS;;;;3.0;;
afd;1501340;19871231;19871231;19941231;KARKIRURGISK FUNKTION;31.0;;;;;;;;;;
afd;1501340;19950101;19971117;19971231;KARKIRURGISK FUNKTION HK;31.0;30.0;;;SKS;;;;3.0;;
afd;1501340;19980101;20250527;20260630;Karkirurgisk afdeling B;31.0;30.0;;;SKS;;;;3.0;;
afd;1501346;19871231;19871231;19941231;KARKIR. DAGAFSNIT;31.0;;;;;;;;;;
afd;1501346;19950101;19971117;19971231;KARKIRURGISK DAGAFSNIT HKD;31.0;30.0;;;SKS;;;;3.0;;
afd;1501346;19980101;19991013;19991231;KARKIRURGISK DAGAFSNIT B/D;31.0;30.0;;;SKS;;;;3.0;;
afd;1501346;20000101;20000720;20000831;Karkirurgisk dagafsnit BD;31.0;30.0;;;SKS;;;;3.0;;
afd;1501346;20000901;20011219;20011231;Karkirurgisk dagafsnit BD;31.0;30.0;;;SKS;;;;3.0;;
afd;1501347;19871231;19871231;19891231;KARKIR. FORUNDERSØGELSESAMB;31.0;;;;;;;;;;
afd;1501347;19940101;19940101;19941231;KARKIR. FUNKTION, FORAMB. HKF;31.0;;;;;;;;;;
afd;1501347;19950101;19971117;19971231;KARKIR. FUNKTION, FORAMB. HKF;31.0;;;;SKS;;;;3.0;;
afd;1501347;19980101;19991013;19991231;KARKIR. FUNKTION, FORAMB. B/F;31.0;;;;SKS;;;;3.0;;
afd;1501347;20000101;20050916;20031231;BAHI Karkir. Amb. Hillerød;31.0;;;;SKS;;;;1.0;;
afd;1501347;20040101;20250527;20260630;BAHI Karkir. Amb. Hillerød;31.0;;;;SKS;;;;3.0;;
afd;1501348;20061201;20250527;20260630;Gentofte Sårcenter;31.0;;;;SKS;;;;3.0;;
afd;1501349;19871231;19871231;19941231;KARKIR. AMBULATORIUM;31.0;;;;;;;;;;
afd;1501349;19950101;19971117;19971231;KARKIRURGISK AMBULATORIUM HKA;31.0;30.0;;;SKS;;;;3.0;;
afd;1501349;19980101;19991013;19991231;KARKIRURGISK AMBULATORIUM B/A;31.0;30.0;;;SKS;;;;3.0;;
afd;1501349;20000101;20000720;20000831;Karkirurgisk ambulatorium BA;31.0;30.0;;;SKS;;;;3.0;;
afd;1501349;20000901;20250527;20260630;Karkirurgisk ambulatorium BA;31.0;30.0;;;SKS;;;;3.0;;
afd;150135;20060101;20090218;20090630;Psykoterapeutisk Center Stolpegård;;;;;SKS;;;;3.0;;
afd;1501350;19940101;19940101;19941231;PSYKIATR. AFD. V, STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501350;19950101;19950101;19951231;DØGNAFSNIT, STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501350;19960101;20090218;20090630;Stolpegård, døgnafsnit;50.0;;;;SKS;;;;3.0;;
afd;1501355;20031201;20090218;20090630;Stolpegård, Fysio- og ergoterapi afd.;50.0;98.0;;;SKS;;;;3.0;;
afd;1501356;19940101;19940101;19941231;DAG- OG NATHOSP., STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501356;19950101;19950101;19951231;DELDØGNSAFSNIT, STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501356;19960101;20041029;20041031;Stolpegård, deldøgnsafsnit;50.0;;;;SKS;;;;3.0;;
afd;1501359;19940101;19940101;19941231;AMBULATORIUM, STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501359;19950101;19950101;19951231;AMBULATORIUM, STOLPEGÅRD;50.0;;;;;;;;;;
afd;1501359;19960101;20090218;20090630;Stolpegård, ambulatorium;50.0;;;;SKS;;;;3.0;;
afd;150136;20060101;20110210;20110228;Skadestue overafd.;;;;;SKS;;;;3.0;;
afd;1501361;20000101;20110210;20110228;Observation, skadestuen;99.0;;;;SKS;;;;3.0;;
afd;1501368;19971101;20031103;20031231;Skadestue;99.0;;;;SKS;;;;3.0;;
afd;150137;20060101;20250527;20260630;Medicinsk overafd. C;;;;;SKS;;;;3.0;;
afd;1501371;20040101;20130116;20130123;Medicinsk Afd. C1 Geriatri;2.0;;;;SKS;;;;3.0;;
afd;1501371;20130124;20250527;20260630;Medicinsk afdeling for ældresygdomme C1;2.0;;;;SKS;;;;3.0;;
afd;1501372;20040101;20130116;20130123;Medicinsk Afd. C2 Reumatologi;12.0;;;;SKS;;;;3.0;;
afd;1501372;20130124;20250527;20260630;Medicinsk afdeling for gigt- og rygsygdomme C2;12.0;;;;SKS;;;;3.0;;
afd;1501373;20040101;20250527;20260630;Medicinsk Afd. C3 Apopleksi;20.0;;;;SKS;;;;3.0;;
afd;1501374;20040101;20250527;20260630;Medicinsk Amb.C3A  Apopleksi;20.0;;;;SKS;;;;3.0;;
afd;1501375;20040101;20130116;20130123;Medicinsk Amb. C4A Fysioterapi;98.0;;;;SKS;;;;3.0;;
afd;1501375;20130124;20250527;20260630;Klinik for fysioterapi C4A;98.0;;;;SKS;;;;3.0;;
afd;1501376;20040101;20130116;20130123;Medicinsk Amb C5A Ergoterapi;98.0;;;;SKS;;;;3.0;;
afd;1501376;20130124;20250527;20260630;Klinik for ergoterapi C5A;98.0;;;;SKS;;;;3.0;;
afd;1501377;20040101;20130116;20130123;Medicinsk Amb. C2A Reumatologi;12.0;;;;SKS;;;;3.0;;
afd;1501377;20130124;20250527;20260630;Klinik for gigt- og rygsygdomme C2A;12.0;;;;SKS;;;;3.0;;
afd;1501379;20040101;20130116;20130123;Medicinsk Amb. C1A Geriatri;2.0;;;;SKS;;;;3.0;;
afd;1501379;20130124;20250527;20260630;Klinik for ældresygdomme C1A;2.0;;;;SKS;;;;3.0;;
afd;150137A;20060101;20250527;20260630;Medicinsk Afd. C6;1.0;;;;SKS;;;;3.0;;
afd;150137B;20060101;20250527;20260630;Medicinsk Amb. C6A;1.0;;;;SKS;;;;3.0;;
afd;150137C;20060101;20130116;20130123;Osteoporoseklinik C7A;1.0;;;;SKS;;;;3.0;;
